Date,Production (tonnes),Electricity (kWh),Natural Gas (m³),Water (m³),CO2 Emissions (kg),NOx Emissions (kg),SOx Emissions (kg),Waste Generated (kg),Waste Recycled (kg),Employees on Site,Safety Incidents
2022-06-10,1021,895417,146003,1943.3488405780513,890312,1244.0757134323344,730.6464460628632,111289,30630,163,0
2022-06-11,990,765270,133650,1673.2938785431727,983070,804.4020444886029,326.3965061569307,114840,44550,174,0
2022-06-12,982,818006,158102,1474.851192565226,1009496,1216.2028485373257,664.5319016272906,49100,37316,157,0
2022-06-13,1019,685787,156926,2550.4677423512544,891625,1180.620255600786,723.9766923147557,96805,69292,151,0
2022-06-14,1025,864075,195775,2114.7505890088505,1009625,1025.6383880144283,730.8662055743572,141450,87125,194,0
2022-06-15,897,610857,97773,2212.5532257979685,807300,817.0430017607559,311.8555322089831,47541,62790,197,0
2022-06-16,957,669900,153120,1609.4618937944424,818235,1073.073904418801,761.2928204471638,56463,80388,184,0
2022-06-17,992,850144,168640,2645.7683922181386,894784,845.9898054130463,433.3582364828926,101184,82336,197,0
2022-06-18,1098,774090,169092,3088.352427069012,1067256,582.453485336366,663.5337866735246,71370,102114,157,0
2022-06-19,870,684690,162690,2476.262155157453,805620,751.3025140780845,473.21623782287423,70470,80040,169,0
2022-06-20,1045,815100,107635,3090.8827607857206,960355,1533.3030861045547,587.8110339837697,102410,74195,165,0
2022-06-21,1161,861462,153252,3211.5081703795,1000782,1163.6869085261944,404.73944021333745,75465,87075,198,0
2022-06-22,1078,682374,189728,3172.1142507831732,1045660,1596.0372294964975,785.4194466985662,114268,99176,173,0
2022-06-23,878,666402,163308,2199.862411832999,822686,1020.2974313603934,625.3947489717636,71118,57948,182,0
2022-06-24,1019,869207,113109,2513.2476974147394,951746,879.5805663894798,464.7132606107619,56045,46874,183,0
2022-06-25,977,783554,167067,2637.964157723316,840220,563.7314562703378,498.5287964035625,136780,49827,169,0
2022-06-26,946,650848,157982,1816.020716592554,960190,750.8593998285967,611.4917044373706,95546,54868,195,0
2022-06-27,966,660744,117852,2354.678861964345,973728,522.0319504579027,381.60589428912937,114954,41538,171,0
2022-06-28,1101,799326,169554,3164.458819520363,974385,786.8564675422595,395.58250012228183,60555,105696,176,0
2022-06-29,1196,746304,197340,1981.368191882596,1121848,1339.156605476762,482.08169352195813,123188,80132,200,0
2022-06-30,992,760864,124992,1715.8081813359063,992992,1314.0895542144815,441.7842017976522,116064,30752,156,0
2022-07-01,927,623871,158517,2696.547661377128,859329,536.3960594409854,481.32783832024364,55620,28737,190,0
2022-07-02,984,672072,98400,2065.3201366389294,903312,812.6500210924548,324.3687900349358,51168,70848,153,0
2022-07-03,998,624748,162674,2156.503739619822,949098,1071.9537262486608,581.8282233616128,59880,55888,198,0
2022-07-04,1136,809968,126096,3386.871203745085,1105328,595.8452649111815,790.1957460378953,77248,36352,179,0
2022-07-05,1056,916608,165792,1707.4696511650434,1000032,781.6943377776892,692.6754341142783,101376,35904,167,0
2022-07-06,858,690690,165594,2308.5760608748374,792792,478.29067560155556,523.0464885196677,80652,80652,158,0
2022-07-07,1095,847530,174105,2391.461368309824,1029300,1370.601609094899,495.05113487035277,62415,75555,152,0
2022-07-08,1089,796059,128502,2244.209165696658,1123848,650.005085568236,776.2119910325603,106722,32670,155,0
2022-07-09,875,572250,99750,2322.7364068301313,902125,660.4271874217991,339.7055417470642,124250,63000,187,0
2022-07-10,813,599181,136584,1993.769861655325,818691,545.2546543775242,428.8227564278068,90243,45528,154,0
2022-07-11,987,596148,182595,2294.494117339994,883365,1155.1627090187144,511.9886241982767,105609,84882,185,0
2022-07-12,920,602600,125120,1410.4377418857412,944840,563.9026612593971,626.8297329275007,111320,70840,166,0
2022-07-13,1154,727020,171946,2047.9663337513593,1029368,1432.4404887668,880.5717672370727,170792,90012,179,0
2022-07-14,949,838916,153738,2768.6163630822316,822783,1341.7189931682797,426.5974391613186,51246,30368,194,0
2022-07-15,1198,788284,165324,3151.621900256574,1176436,912.4076923154344,486.21982806157763,115008,63494,169,0
2022-07-16,1077,832521,213246,2952.863460850405,1119003,1303.0560765460102,445.9960603843758,99084,62466,172,0
2022-07-17,1158,929874,172542,2017.451015385417,1202004,908.3459565137339,792.2599085962553,158646,84534,168,0
2022-07-18,900,780300,161100,1445.6428082508646,829800,923.6114258776623,494.6065539834937,131400,74700,185,0
2022-07-19,1035,720360,148005,2504.903832004804,1043280,518.9939149450638,528.5111542855493,115920,54855,162,0
2022-07-20,804,698676,85224,2363.5473014047047,748524,1025.0863253436355,632.1452941823119,60300,49848,181,0
2022-07-21,991,669916,160542,2839.87709627533,932531,854.9630806055068,477.48594944881324,110001,61442,161,0
2022-07-22,883,617217,145695,2520.391882188209,912139,508.4390507949121,359.7138301061844,98896,85651,187,0
2022-07-23,1084,740372,203792,1737.6605469311323,995112,1226.9141234805372,533.830959573384,157180,37940,160,0
2022-07-24,889,651637,148463,1568.4493425722887,888111,1260.1811051270895,624.508040835571,56896,26670,180,0
2022-07-25,867,743019,109242,2479.4605741219398,861798,990.5658971232101,349.72813502858946,58956,84099,160,0
2022-07-26,899,657169,115072,2060.426254770907,797413,545.4644545227703,567.8082711223971,80011,75516,158,0
2022-07-27,825,730950,92400,2114.7854140160016,732600,655.8662024927546,263.07128212062486,84150,74250,183,0
2022-07-28,1117,691423,120636,2741.261805988359,1013119,1552.12327546685,639.0889773532497,61435,69254,187,0
2022-07-29,1196,812084,119600,2472.2414386752102,1082380,935.0196142022673,425.92788602939663,159068,87308,187,0
2022-07-30,1101,798225,125514,3264.7101974254174,945759,762.9863548300658,401.69772902910813,91383,105696,183,0
2022-07-31,1036,914788,188552,1669.3483014857636,952084,774.3138010335059,362.1599789855834,149184,59052,175,0
2022-08-01,990,718740,192060,1908.2396153243608,999900,501.00305335504476,303.15409346775715,148500,61380,177,0
2022-08-02,1147,938246,183520,2249.057392205425,1013948,1703.2555122720617,541.0461804967522,115847,34410,193,0
2022-08-03,961,672700,171058,1971.781557524835,917755,806.3106034162518,627.8222130339941,75919,82646,155,1
2022-08-04,870,567240,160950,1752.045674766886,912630,855.5492733702761,657.0191397210957,50460,37410,187,0
2022-08-05,844,622028,135040,1528.8719761236066,842312,633.6470966069636,507.7686895547063,94528,74272,182,0
2022-08-06,966,785358,96600,2417.4242536811107,821100,489.2531750861911,466.9996742885731,57960,68586,196,0
2022-08-07,952,846328,128520,2855.9152484084607,902496,1108.322622234863,515.459160921213,51408,33320,150,0
2022-08-08,974,634074,174346,2024.9077856210617,910690,543.8879677661516,313.35859056926563,52596,59414,190,0
2022-08-09,949,572247,182208,2472.09099359397,896805,943.9754883673259,313.3665282870219,58838,56940,155,0
2022-08-10,940,816860,143820,2670.722399530545,807460,1307.6387311073943,512.0243136705557,137240,28200,190,0
2022-08-11,974,771408,111036,1700.9782630257153,886340,526.0556469560937,712.6676616091927,111036,94478,178,0
2022-08-12,1091,944806,134193,3048.8426884220935,993901,811.8176746794828,464.27800693026853,113464,44731,185,0
2022-08-13,1117,900302,117285,2534.0096626493555,1096894,608.3499217884892,374.5672326597899,67020,61435,161,0
2022-08-14,1075,918050,167700,1895.5598288564263,1108325,1352.9272807063696,607.8494256088127,98900,86000,185,0
2022-08-15,1181,722772,181874,2568.658490539675,1162104,1258.1448243041073,860.4032189657804,121643,76765,170,0
2022-08-16,975,650325,133575,2753.4080527993633,900900,566.7601592850399,540.8793576908961,113100,37050,163,0
2022-08-17,1113,912660,212583,3042.8497258433017,953841,615.8942101668965,552.0456064025598,62328,66780,199,1
2022-08-18,981,778914,144207,1789.3264208799749,922140,624.5084755337986,339.17019020014254,131454,33354,196,0
2022-08-19,912,612864,153216,1742.7704390376236,814416,523.2241016716276,532.0628462099162,76608,42864,164,0
2022-08-20,900,658800,171900,2146.5526355112406,773100,863.8347448823897,353.0910685198195,54000,27000,175,0
2022-08-21,854,743834,127246,2149.205991945449,846314,659.5501692335624,489.64706455454194,43554,27328,168,0
2022-08-22,1079,726167,146744,1912.9516630335227,975416,1545.4074115011101,384.40103303801726,143507,61503,193,0
2022-08-23,1064,683088,191520,2351.0018482372943,995904,543.964314980651,505.85293589686603,97888,103208,169,0
2022-08-24,875,541625,164500,1628.2122904655869,913500,826.4314232073393,407.6566921387352,90125,72625,169,0
2022-08-25,1120,855680,127680,2905.6446930422717,1132320,1494.5268035366403,372.09678011831255,56000,100800,175,0
2022-08-26,1056,792000,143616,2514.184695981303,1052832,1263.366414882364,387.71485937068474,64416,103488,178,0
2022-08-27,1012,736736,185196,1889.4986318540907,998844,541.5553420003992,620.4169117979332,96140,76912,186,0
2022-08-28,1086,771060,142266,3179.6427922881458,971970,1166.82816597861,480.769308207458,87966,49956,159,0
2022-08-29,836,535040,94468,1344.0780684925194,805068,631.4559016986094,543.1371531117279,42636,39292,170,0
2022-08-30,891,621918,95337,2034.9635890291554,891000,857.7171664886058,286.3515333050519,123849,63261,175,0
2022-08-31,869,563981,111232,1427.5570532266634,870738,1005.9929101430774,398.5343911198498,47795,35629,188,0
2022-09-01,934,799504,158780,2111.430012321209,872356,1079.825681724827,473.9227633967087,89664,93400,186,0
2022-09-02,1074,647622,206208,2075.5810273748557,1017078,835.3641264328609,812.6005794041399,111696,52626,165,0
2022-09-03,1047,643905,162285,1644.043076877913,1015590,854.7314150536331,599.7361163651276,137157,59679,183,0
2022-09-04,1105,960245,114920,2038.648228316204,1108315,1078.0297515674267,510.8353839780462,144755,56355,171,0
2022-09-05,1169,794920,161322,2530.816777741058,1053269,1232.7970101719661,523.622966522752,92351,58450,154,0
2022-09-06,904,715968,115712,2325.9104106997684,870552,477.2467049580091,355.7292624691543,122040,78648,157,0
2022-09-07,1087,907645,164137,2285.6339684397517,968517,818.8607321150316,652.7885300508816,130440,95656,152,0
2022-09-08,1121,987601,202901,2572.944105719563,1169203,621.9458087030501,514.2246517939467,145730,60534,175,0
2022-09-09,1108,873104,115232,2764.3208893275123,1062572,1113.0473725637353,437.3100367436964,125204,50968,197,0
2022-09-10,1068,661092,107868,3123.5604143503406,918480,1458.3386571930412,478.0142185500333,81168,84372,178,0
2022-09-11,1143,766953,177165,2793.740132661787,1179576,925.4492670268755,784.0214905380284,139446,96012,178,0
2022-09-12,1183,882518,190463,3321.900575262268,1199562,980.473497990876,694.7915377046683,165620,118300,192,0
2022-09-13,1137,1005108,162591,2235.340940108337,1046040,1113.155867550047,669.6287270333847,72768,38658,163,0
2022-09-14,896,791168,110208,2583.6154757106447,838656,474.3447315566039,449.8169390945281,94080,70784,192,0
2022-09-15,1131,773604,169650,2422.334443922805,994149,695.657291496594,684.8617411556855,65598,58812,162,0
2022-09-16,1100,829400,212300,2951.2146611160856,1061500,1462.809794444059,754.2661181291392,148500,103400,173,0
2022-09-17,1086,845994,142266,1820.7222827635312,1125096,1149.474668794006,435.42195233222554,104256,108600,192,0
2022-09-18,1159,832162,155306,3322.844687490306,1172908,852.4891154729994,871.2439394660302,126331,49837,174,0
2022-09-19,1005,706515,175875,1934.3512000448368,952740,1457.7459595826679,464.15639801558314,124620,83415,176,0
2022-09-20,1013,802296,159041,2434.972529335887,953233,1098.208904091281,383.0789605633276,117508,91170,160,0
2022-09-21,931,604219,135926,2750.063830572186,957999,1331.8228698412825,502.57863412742097,107996,90307,156,0
2022-09-22,943,771374,179170,1463.2257044733742,808151,791.3164775507646,536.5643995720853,115989,51865,156,0
2022-09-23,1101,944658,133221,3086.4763970129084,1121919,977.2195728102697,414.03270984325735,88080,35232,156,0
2022-09-24,951,589620,150258,1542.159508565563,973824,770.9424408200508,531.3430510403997,111267,65619,180,0
2022-09-25,1117,826580,127338,2027.591058191639,1034342,752.5696289555266,486.89117816358834,103881,34627,157,0
2022-09-26,1138,976404,227600,2177.17614004211,1174416,1568.8310985192084,623.4827664449006,58038,36416,167,0
2022-09-27,984,770472,118080,2388.4212217795593,885600,1209.6473106673404,531.2322457741764,82656,29520,177,0
2022-09-28,1120,695520,201600,1722.5156428955083,960960,896.2838265412045,450.04433498032114,122080,91840,193,0
2022-09-29,1167,973278,166881,2710.5402959256357,1077141,1652.0261591579535,811.773019253233,60684,36177,175,0
2022-09-30,1130,961630,115260,2628.0603867201767,1038470,833.9334406277691,511.975843641503,61020,100570,183,0
2022-10-01,852,690120,122688,1695.4556043423217,800028,678.1181902913648,468.843494632359,113316,85200,183,0
2022-10-02,1148,973504,141204,3150.901317851683,1121596,1630.0079954813373,816.398761692238,154980,57400,191,0
2022-10-03,1176,820848,192864,3439.903015646828,1086624,1730.6382212553492,528.1962023684919,81144,85848,169,0
2022-10-04,824,650136,161504,1929.767244574724,828944,1059.654970556624,589.9992782618845,73336,46968,169,0
2022-10-05,995,670630,115420,2467.168467502763,880575,1365.606563814019,675.042323270729,125370,69650,176,0
2022-10-06,991,801719,133785,2293.6823879258636,964243,606.6561980527083,535.0121705461,51532,29730,150,1
2022-10-07,910,625170,131950,1679.4418347532296,829920,1342.0330962520172,720.2171819716056,60060,90090,151,0
2022-10-08,959,760487,108367,1471.2961309693733,827617,1293.9146238749804,621.2167048346143,90146,89187,174,0
2022-10-09,954,643950,165996,1556.9954660126218,995976,530.6938144106041,323.9155336714864,124020,89676,197,0
2022-10-10,1060,893580,120840,2766.1554813842586,1062120,1313.054206774513,775.3125461840843,110240,100700,155,0
2022-10-11,906,771006,144960,1385.9348225488445,819930,598.7329908920963,649.6047299661972,47112,75198,164,0
2022-10-12,1149,702039,139029,2931.620614392748,1020312,803.6306772149558,503.97261907870313,134433,51705,159,0
2022-10-13,909,648117,96354,2443.3669026191956,797193,1117.3792773507994,325.93945276618854,135441,56358,195,0
2022-10-14,918,586602,157896,1390.2599949297633,916164,717.4587182923447,589.7760650956926,124848,71604,192,0
2022-10-15,929,700466,157930,1453.609304464554,896485,991.0175581716446,468.0322745080701,103119,52024,154,0
2022-10-16,913,556017,98604,1677.9886917894567,778789,528.2581605986427,325.59849515838886,104082,44737,180,0
2022-10-17,845,661635,119990,1855.243932012265,886405,741.8296316938292,286.08312791404165,59995,77740,173,0
2022-10-18,1043,648746,202342,2764.769926439354,918883,657.528398095227,593.7834763207416,133504,38591,161,0
2022-10-19,1023,757020,111507,2641.999272653205,874665,979.4510877518584,566.8913538652695,143220,64449,154,0
2022-10-20,802,609520,101052,1493.6944581005296,682502,1100.144111221171,284.20535923307614,47318,27268,185,0
2022-10-21,1119,720636,177921,3263.8006568474552,1040670,659.3235413676522,488.216096677742,110781,83925,169,0
2022-10-22,973,620774,173194,2450.2726884800923,989541,649.8119985116045,645.8881990549014,71029,56434,173,0
2022-10-23,1198,806254,132978,2578.8313051598793,1184822,1240.5650826024591,557.7725854044301,73078,91048,184,0
2022-10-24,1196,1033344,119600,3402.9255354913143,1175668,1385.7764560396038,930.9135280541012,84916,49036,193,0
2022-10-25,856,707056,142096,1494.5811448998957,828608,925.7600258997143,546.2767557815379,52216,56496,153,0
2022-10-26,809,723246,159373,2102.1341350897605,733763,1067.558229788479,266.7288744788435,52585,25888,165,0
2022-10-27,1024,670720,113664,2647.0379531339777,871424,653.6966795266505,568.9077597038831,107520,39936,186,0
2022-10-28,811,486600,134626,1968.4654972039411,798024,509.4521824306743,339.47958610112806,41361,45416,157,0
2022-10-29,1085,898380,125860,1946.0970219720398,1134910,739.284954099012,370.9409362295977,120435,49910,186,0
2022-10-30,888,726384,93240,1536.876097884496,763680,1030.831394508726,362.61235185111485,48840,63048,172,0
2022-10-31,1082,684906,216400,2893.327956906451,982456,978.0404597691405,616.7754358979084,73576,35706,152,0
2022-11-01,916,735548,98012,1885.9359630064384,937984,545.7878617518091,309.7130856031348,122744,67784,168,0
2022-11-02,1113,921564,180306,2446.325806127339,1119678,1018.1858544321003,652.5519279496285,76797,74571,164,0
2022-11-03,1072,960512,187600,2830.2525479688743,1038768,611.5925789241883,593.9038846863531,144720,63248,155,0
2022-11-04,1091,740789,117828,2581.922798333841,1083363,980.6927990615634,516.8006013522007,78552,92735,174,0
2022-11-05,1096,770488,150152,2048.8116436883847,1145320,1556.297846534113,745.4734859772207,130424,35072,200,0
2022-11-06,922,805828,104186,2224.406587125175,817814,965.6879987157946,595.9368333394704,106030,66384,180,0
2022-11-07,1121,957334,132278,3158.549268180039,994327,804.6553325583814,798.0200685223804,125552,67260,184,0
2022-11-08,1061,735273,169760,2954.3369441949326,945351,779.3715348413834,603.4055115564406,154906,32891,163,0
2022-11-09,927,593280,112167,1654.0057268321864,828738,712.4474268734957,348.7917325588735,89919,40788,198,0
2022-11-10,864,574560,139104,1590.986711142216,856224,874.0141154986646,662.3996923270665,69120,40608,180,0
2022-11-11,949,691821,118625,2633.6362774793593,848406,660.6072349068646,628.0059781604357,69277,41756,168,0
2022-11-12,1067,960300,163251,1849.5599063551947,937893,1141.374854072623,616.7348948482852,151514,50149,153,0
2022-11-13,1051,718884,108253,2518.9921048621586,965869,1304.922282951436,361.75937345017917,83029,53601,150,0
2022-11-14,869,616121,122529,1390.1910249098748,871607,1090.8328828282904,279.94290151976327,44319,75603,180,0
2022-11-15,911,685983,112964,2721.041877115509,878204,505.7570616933658,474.53389341782815,82901,91100,199,0
2022-11-16,1052,920500,180944,2964.3724052970183,941540,1323.1432701715735,446.04319353610026,93628,104148,195,0
2022-11-17,970,858450,194000,2182.2639918165896,881730,1376.6771359826303,362.8280267674512,136770,59170,164,0
2022-11-18,1173,887961,221697,3170.02737991967,1015818,1197.586844633803,400.3451384236088,91494,107916,188,0
2022-11-19,948,601032,120396,2399.5602186347182,830448,647.2813109638613,345.8943680371489,118500,80580,181,0
2022-11-20,1121,885590,153577,3230.4348748481593,1084007,1553.0139714843447,582.0581709511451,167029,88559,197,0
2022-11-21,1077,664509,168012,2692.6979275240624,1025304,1088.9439052224404,713.7299277215008,65697,61389,172,0
2022-11-22,1056,907104,133056,2407.278781464563,1000032,1500.317581376877,520.1969680508373,93984,65472,152,0
2022-11-23,883,754965,120971,1564.8214237500283,855627,494.6478763976259,572.8437681824815,116556,64459,193,0
2022-11-24,956,727516,169212,2842.4278493897336,906288,499.395768090419,712.2924346588932,51624,70744,196,0
2022-11-25,1007,846887,177232,2830.843907832403,1041238,539.1829351658531,784.6401853160138,62434,51357,179,0
2022-11-26,940,816860,161680,2027.5217625456953,967260,1380.1918477444342,418.26026260612707,65800,89300,196,0
2022-11-27,808,492072,121200,1416.0144910252066,769216,791.9172084881592,490.00079363801734,110696,25048,157,0
2022-11-28,858,628056,130416,1328.5238070353012,799656,556.4357587887117,287.57640541030776,99528,32604,195,0
2022-11-29,908,762720,177968,2330.1778253578364,899828,1093.3774918111574,445.8756150351679,103512,33596,158,0
2022-11-30,1071,851445,152082,1977.4751164927268,954261,1422.2707079533825,786.1855915006772,99603,50337,165,0
2022-12-01,1103,815117,207364,2097.6841976414034,1031305,809.2282803365795,493.5637891942577,109197,94858,160,0
2022-12-02,1198,724790,147354,2603.5708653999104,1066220,1553.5509558681545,636.138115474719,107820,117404,199,0
2022-12-03,1183,776048,172718,3042.714560061189,1110837,970.3848883289168,632.0601706288401,86359,78078,195,0
2022-12-04,849,742026,164706,2011.508650993452,843906,512.4376950639013,299.76923844868094,103578,83202,189,0
2022-12-05,977,650682,188561,2434.47363092441,888093,1340.750444314329,438.34857202694343,146550,62528,167,0
2022-12-06,956,831720,158696,2070.570762169017,937836,1342.7999555957408,363.07878572770716,132884,31548,194,0
2022-12-07,1092,737100,146328,2716.8391245269454,1116024,1608.796509195109,459.91816810284564,127764,75348,183,0
2022-12-08,1013,859024,179301,2717.9143562199074,888401,1474.287239447025,422.39803458425666,100287,52676,169,0
2022-12-09,1015,642495,150220,1537.4624440131327,1028195,631.3819885675395,559.1640768573188,119770,48720,200,0
2022-12-10,1003,747235,151453,2299.9418792020465,1016039,1151.4482686731192,596.8413131233921,73219,31093,196,0
2022-12-11,822,678150,104394,1521.9700509951895,776790,697.5242673288164,290.35594648173736,46032,73158,150,0
2022-12-12,990,631620,126720,2108.034065397126,853380,753.4869633778504,536.8616792571364,132660,86130,179,0
2022-12-13,898,630396,130210,1911.8031211175048,922246,895.2827939396909,327.28368148753043,105066,29634,172,0
2022-12-14,1169,763357,133266,3078.8678639535224,1140944,1625.9016670331978,918.8236067230778,67802,113393,151,0
2022-12-15,990,819720,162360,2002.2966967399536,865260,506.74261183658365,449.8304985981045,59400,48510,198,0
2022-12-16,1000,761000,199000,1993.3776931619986,941000,798.5490618345268,727.5023528828276,126000,94000,162,0
2022-12-17,858,551694,106392,2306.003051246604,826254,940.1918226195071,358.4544702229287,62634,77220,171,0
2022-12-18,1198,778700,154542,3029.14370734169,1123724,759.1833768737966,470.0505476175444,172512,57504,177,0
2022-12-19,961,620806,137423,2242.3343352738366,999440,518.0058726652024,353.5800672016455,143189,86490,167,0
2022-12-20,963,734769,154080,2676.7476968680403,818550,712.4181042547134,414.795373388797,63558,32742,177,0
2022-12-21,846,631962,89676,1887.3142526425638,767322,889.7982718987317,481.64290940586363,120978,48222,182,1
2022-12-22,823,527543,92999,1613.8496512669687,864150,657.0583441240535,611.5271292772882,83946,67486,163,0
2022-12-23,858,672672,102960,1618.4579204271251,810810,830.4027273048363,279.85180767235136,93522,39468,163,0
2022-12-24,943,784576,105616,2277.399185166642,940171,887.7416264008536,544.0436389215915,137678,92414,195,0
2022-12-25,1036,789432,162652,2165.744574843783,899248,596.8342657868466,473.02886729404173,54908,102564,189,0
2022-12-26,919,730605,161744,1603.51238741483,963112,722.5103878962226,539.4597450047439,102928,76277,197,1
2022-12-27,943,651613,164082,2507.532859102461,885477,1099.4299445133158,285.3820025482566,118818,81098,157,0
2022-12-28,970,830320,165870,2219.8975920932767,988430,1365.9309741924858,315.2721103331378,59170,55290,189,0
2022-12-29,1072,754688,156512,2143.119942579397,966944,1272.7618748997197,520.1839491615843,97552,42880,180,0
2022-12-30,819,575757,121212,2438.7876393820316,703521,1178.7188145092996,348.44390830202946,78624,71253,178,0
2022-12-31,1024,690176,146432,2335.8766653597863,1014784,1109.4358156100038,595.2425461977534,61440,97280,171,0
2023-01-01,1039,836395,143382,1615.9980972250444,901852,1510.063614434833,768.3097177261351,61301,77925,156,0
2023-01-02,846,567666,132822,1384.4636603523143,835002,1043.842937877666,613.534268691215,72756,50760,190,0
2023-01-03,1110,990120,152070,1808.6807381815443,1008990,1314.4489635540504,852.8871316461752,59940,48840,188,0
2023-01-04,1182,1034250,138294,3498.204708170955,1050798,1612.1907585983934,462.9370362791693,138294,93378,180,0
2023-01-05,1163,786188,232600,2701.569058142146,1209520,860.9352278643512,640.3113563141675,86062,44194,187,0
2023-01-06,1064,884184,133000,1650.5073604950574,1000160,1016.3687628004889,659.3682465137973,62776,37240,177,1
2023-01-07,817,551475,105393,1822.5017938804501,844778,913.6440322315888,608.0113995046036,44118,75164,192,0
2023-01-08,1177,838024,157718,2528.2885825960916,1144044,1009.9161545166916,570.0682191180276,72974,36487,182,0
2023-01-09,918,814266,161568,1825.2836072840164,787644,1190.8216070814735,350.4686929229988,87210,89964,176,0
2023-01-10,1031,711390,109286,1553.848708879219,1008318,1108.4303356296457,412.0530299353394,82480,37116,167,0
2023-01-11,851,573574,108077,1732.6707730864011,889295,842.8588245313468,648.9818948699008,74888,26381,169,0
2023-01-12,1013,872193,144859,2937.856981457212,918791,1354.4042966086968,466.80453484939216,74962,78001,190,0
2023-01-13,802,514082,93032,1426.2043066451133,684106,752.571045450798,246.51997236251424,97844,39298,200,0
2023-01-14,1040,921440,114400,2895.9536900220482,914160,544.6355906277413,635.7218289335215,138320,95680,163,1
2023-01-15,1079,834067,118690,2525.203606344365,1111370,774.0534106684842,663.6897548659895,99268,47476,183,0
2023-01-16,1132,855792,138104,3134.7957017465724,1023328,1304.2530673997499,672.687231173371,147160,52072,190,0
2023-01-17,888,593184,94128,1377.3855795659279,853368,1170.4355820936235,686.0529763165916,96792,85248,151,0
2023-01-18,1112,842896,120096,2004.6952946195388,1110888,577.7984724892327,411.36923274951874,130104,82288,169,0
2023-01-19,894,663348,93870,1423.2654227958935,906516,752.2640497090947,343.2259566378823,105492,57216,169,0
2023-01-20,1068,956928,176220,2073.83590073984,1074408,657.8425180723343,507.4528243970947,92916,34176,164,0
2023-01-21,861,588063,111069,2344.6992419259855,855834,713.3182463933732,288.50193545971575,120540,31857,200,0
2023-01-22,950,819850,189050,2402.959785317765,928150,600.1164652883498,325.40386635925694,132050,43700,197,0
2023-01-23,1130,854280,120910,2261.8046971032927,986490,943.1508638557012,648.2677319114016,75710,82490,197,0
2023-01-24,858,559416,140712,2015.7937920733166,805662,631.7729537391244,454.52948605617405,116688,35178,200,0
2023-01-25,894,754536,123372,2298.3475855896686,836784,707.8706013184504,703.2529431704743,124266,78672,153,0
2023-01-26,1096,965576,154536,1717.7783600573669,1070792,1185.8738509853938,843.6494433552053,67952,49320,199,0
2023-01-27,1125,769500,190125,2354.138630491454,1172250,1413.1859573708846,850.9899280916087,168750,104625,175,0
2023-01-28,865,735250,153105,1616.4854014318967,884030,890.8225569159472,395.2874666568689,71795,79580,186,0
2023-01-29,902,671990,154242,1720.085384861842,823526,1063.597430738153,293.36935934901936,84788,36080,187,0
2023-01-30,1160,1033560,122960,2695.497888494028,1100840,1055.2184358673774,398.3672219533209,121800,98600,151,0
2023-01-31,999,800199,108891,2234.4664171819013,1023975,1297.1477348903907,618.7672347264096,119880,99900,191,0
2023-02-01,881,752374,119816,1325.304339046492,796424,637.1529768250765,583.7819294318529,84576,47574,179,0
2023-02-02,1106,841666,154840,2356.8445959263704,1078350,960.7121643254886,597.7478090025835,112812,34286,196,0
2023-02-03,973,853321,124544,2103.750897311079,978838,1138.4690870502386,391.81066808671915,135247,30163,163,0
2023-02-04,1038,858426,128712,2592.1800251225977,1024506,1465.3659464317761,535.0178484577415,119370,71622,199,0
2023-02-05,1125,686250,220500,1927.2375478075842,1072125,985.9318865164901,667.0825151475958,153000,92250,173,0
2023-02-06,1091,829160,183288,1978.5324635502366,1098637,1243.5261719203418,732.5752805522654,115646,66551,169,0
2023-02-07,1194,724758,238800,2002.6952453926008,1142658,1667.3605490554082,662.7720311960893,150444,57312,160,0
2023-02-08,951,832125,119826,1801.1637005732307,947196,859.3280702814205,617.7627447211937,55158,74178,166,0
2023-02-09,848,562224,160272,1712.7702664803637,762352,704.4894581775985,600.8933176615618,46640,61056,161,0
2023-02-10,825,556875,100650,2016.3629832861186,725175,472.8319612334701,545.5886323606944,86625,26400,172,0
2023-02-11,926,809324,156494,2657.5086530807043,800064,1270.8374956529378,523.3359351157526,131492,54634,175,0
2023-02-12,867,696201,145656,1884.8811563274992,873936,648.8683627871566,275.60041279384365,107508,44217,188,0
2023-02-13,961,680388,98022,2159.7592326244576,852407,629.5727063029274,534.8186376138509,93217,95139,177,0
2023-02-14,1065,699705,162945,2456.0760117299715,968085,978.3672520571753,564.8696863275426,110760,85200,189,0
2023-02-15,1165,863265,227175,2664.4314904902153,1119565,1531.1423689762246,711.6947867617577,86210,39610,152,0
2023-02-16,1050,710850,138600,2488.959268701793,961800,829.9327181324917,806.7576927835732,64050,68250,191,0
2023-02-17,1015,709485,153265,2949.3379575602717,962220,524.4178011866582,646.875700842925,53795,90335,156,0
2023-02-18,1136,997408,159040,2322.889522601924,1008768,1546.9971125068396,894.9213936781424,138592,110192,181,0
2023-02-19,820,681420,150880,2209.2668020472406,851160,640.722670773202,352.18991244348314,118900,31980,185,0
2023-02-20,986,669494,195228,2390.154775070146,956420,737.330396636219,676.9803103414323,84796,92684,163,0
2023-02-21,933,570063,147414,2293.1787660045547,910608,1144.1668650307283,659.8628811139718,139950,71841,197,0
2023-02-22,1190,886550,134470,3154.560265451918,1197140,621.8099723414083,729.222482931233,143990,45220,165,0
